,Component,Strokes,CompositionType,LeftComponent,LeftStrokes,RightComponent,RightStrokes,Signature,Notes,Section
16165,贤,8,吕,収,4,贝,4,LEBO,/,貝
16166,败,8,吅,贝,4,攵,4,BOOK,/,貝
16167,账,8,吅,贝,4,长,4,BOPO,/,貝
16168,货,8,吕,化,4,贝,4,OPBO,/,貝
16169,质,8,吕,𣂑,4,贝,4,HJBO,/,貝
16170,贩,8,吅,贝,4,反,4,BOHE,/,貝
16171,贪,8,吕,今,4,贝,4,OINO,/,貝
16172,贫,8,吕,分,4,贝,4,CSHO,/,貝
16173,贬,8,吅,贝,4,乏,4,BOHIO,/,貝
16174,购,8,吅,贝,4,勾,4,BOPI,/,貝
16175,贮,8,吅,贝,4,㝉,4,BOJM,/,貝
16176,贯,8,吕,毌,4,贝,4,WJBO,/,貝
16177,贰,9,吕,弍,5,贝,4,IPMMO,/,貝
16178,贱,9,吅,贝,4,戋,5,BOIJ,/,貝
16179,贲,9,吕,卉,5,贝,4,JTBO,/,貝
16180,贳,8,吕,世,4,贝,4,PTBO,/,貝
16181,贴,9,吅,贝,4,占,5,BOYR,/,貝
16182,贵,9,吕,𠀐,5,贝,4,LMBO,/,貝
16183,贶,9,吅,贝,4,兄,5,BORHU,/,貝
16184,贷,9,吕,代,5,贝,4,OPBO,/,貝
16185,贸,9,吕,卯,5,贝,4,HHBO,?/,貝
16186,费,9,吕,弗,5,贝,4,LNBO,/,貝
16187,贺,9,吕,加,5,贝,4,KRBO,/,貝
16188,贻,9,吅,贝,4,台,5,BOIR,/,貝
16189,贼,10,吅,贝,4,戎,6,BOIJ,/,貝
16190,贽,10,吕,执,6,贝,4,QIBO,/,貝
16191,贾,10,吕,覀,6,贝,4,MWBO,/,貝
16192,贿,10,吅,贝,4,有,6,BOKB,/,貝
16193,赀,10,吕,此,6,贝,4,YPBO,/,貝
16194,赁,10,吕,任,6,贝,4,OGBO,/,貝
16195,赂,10,吅,贝,4,各,6,BOHER,/,貝
16196,赃,10,吅,贝,4,庄,6,BOIG,/,貝
16197,资,10,吕,次,6,贝,4,IOBO,/,貝
16198,赅,10,吅,贝,4,亥,6,BOYVO,/,貝
16199,赆,10,吅,贝,4,尽,6,BOSOY,/,貝
16200,赇,11,吅,贝,4,求,7,BOIJE,/,貝
16201,赈,11,吅,贝,4,辰,7,BOMMV,/,貝
16202,赉,11,吕,来,7,贝,4,DTBO,/,貝
16203,赊,11,吅,贝,4,佘,7,BOOMF,/,貝
16204,赋,12,吅,贝,4,武,8,BOMPM,/,貝
16205,赌,12,吅,贝,4,者,8,BOJKA,/,貝
16206,赍,12,冖,夾,6,贝,4,JBBO,*/,貝
16207,赎,12,吅,贝,4,卖,8,BOJNK,/,貝
16208,赏,12,吕,尚,8,贝,4,FBRBO,/,貝
16209,赐,12,吅,贝,4,易,8,BOAPH,/,貝
16210,赑,12,品,贝,4,*,8,BOBOO,/,貝
16211,赒,12,吅,贝,4,周,8,BOBGR,/,貝
16212,赓,12,吕,庚,8,贝,4,ILOO,/,貝
16213,赔,12,吅,贝,4,咅,8,BOYTR,/,貝
16214,赕,12,吅,贝,4,炎,8,BOFF,/,貝
16215,赖,13,吅,束,7,负,6,DLNBO,/,貝
16216,赗,13,吅,贝,4,冒,9,BOABU,/,貝
16217,赘,15,吕,敖,11,贝,4,QKBO,/,貝
16218,赙,14,吅,贝,4,尃,10,BOIBI,/,貝
16219,赚,14,吅,贝,4,兼,10,BOTXC,/,貝
16220,赛,14,吕,𡨄,10,贝,4,JTCO,?/,貝
16221,赜,15,吅,𦣞,7,责,8,SLQMO,?/,貝
16222,赝,16,吕,雁,12,贝,4,MOGO,/,貝
16223,赞,16,吕,旡,12,贝,4,HUBO,?/,貝
16224,赟,16,吕,斌,12,贝,4,YMBO,/,貝
16225,赠,16,吅,贝,4,曾,12,BOCWA,/,貝
16226,赡,17,吅,贝,4,詹,13,BONCR,/,貝
16227,赢,17,回,𣎆,6,贝,11,YNBO,?/,貝
16228,赣,21,吅,章,11,夂贡,10,YJHEO,/?,貝
16229,赤,7,一,赤,7,*,0,GLNC,/,*
16231,赦,11,吅,赤,7,攵,4,GCOK,/,赤
16232,赧,12,吅,赤,7,𠬝,5,GCSLE,/,赤
16235,赪,13,吅,赤,7,贞,6,GCYBO,/,赤
16236,赫,14,吅,赤,7,*,7,GCGLC,/,赤
16238,赭,15,吅,赤,7,者,8,GCJKA,/,赤
16241,走,7,吕,土,3,龰,4,GYO,/,*
16243,赲,9,吅,走,7,力,2,GOKS,/,走
16244,赳,9,吅,走,7,丩,2,GOVL,/,走
16245,赴,9,吅,走,7,卜,2,GOY,/,走
16246,赵,9,吅,走,7,乂,2,GOK,/,走
16247,赶,10,吅,走,7,干,3,GOMJ,/,走
16248,起,10,吅,走,7,巳,3,GOSU,/,走
16250,赹,11,吅,走,7,匀,4,GOPMM,/,走
16254,赽,11,吅,走,7,夬,4,GODK,/,走
16258,趁,12,吅,走,7,㐱,5,GOOHH,/,走
16261,趄,12,吅,走,7,且,5,GOBM,/,走
16262,超,12,吅,走,7,召,5,GOSHR,/,走
16267,越,12,吅,走,7,戉,5,GOIV,/,走
16268,趋,12,吅,走,7,刍,5,GONSM,/,走
16269,趌,13,吅,走,7,吉,6,GOGR,/,走
16274,趑,13,吅,走,7,次,6,GOMMO,/,走
16277,趔,13,吅,走,7,列,6,GOMNN,/,走
16278,趕,14,吅,走,7,旱,7,GOAMJ,/,走
16282,趙,14,吅,走,7,肖,7,GOFB,/,走
16286,趝,15,吅,走,7,念,8,GOOIP,/,走
16288,趟,15,吅,走,7,尚,8,GOFBR,/,走
16290,趡,15,吅,走,7,隹,8,GOOG,/,走
16292,趣,15,吅,走,7,取,8,GOSJE,/,走
16293,趤,15,吅,走,7,宕,8,GOJMR,/,走
16294,趥,16,吅,走,7,酋,9,GOTCW,/,走
16295,趦,16,吅,走,7,咨,9,GOIOR,/,走
16296,趧,16,吅,走,7,是,9,GOAMO,/,走
16297,趨,17,吅,走,7,芻,10,GOPUU,/,走
16298,趩,18,吅,走,7,異,11,GOWTC,/,走
16299,趪,18,吅,走,7,黄,11,GOTLC,/,走
16301,趬,19,吅,走,7,堯,12,GOGGU,/,走
16303,趮,20,吅,走,7,喿,13,GORRD,/,走
16304,趯,21,吅,走,7,翟,14,GOSMG,/,走
16305,趰,21,吅,走,7,爾,14,GOMFB,/,走
16306,趱,23,吅,走,7,赞,16,GOHUO,/,走
16308,足,7,吕,口,3,龰,4,RYO,/,*
16309,趴,9,吅,足,7,八,2,RMC,/,足
16310,趵,10,吅,足,7,勺,3,RMPM,/,足
16311,趶,10,吅,足,7,于,3,RMMD,/,足
16312,趷,10,吅,足,7,乞,3,RMON,/,足
16313,趸,10,吕,万,3,足,7,MSRYO,/,足
16314,趹,11,吅,足,7,夬,4,RMDK,/,足
16315,趺,11,吅,足,7,夫,4,RMQO,/,足
16317,趼,11,吅,足,7,开,4,RMMT,/,足
16318,趽,11,吅,足,7,方,4,RMYHS,/,足
16319,趾,11,吅,足,7,止,4,RMYLM,/,足
16320,趿,10,吅,足,7,及,3,RMNHE,/,足
16322,跁,11,吅,足,7,巴,4,RMAU,/,足
16323,跂,11,吅,足,7,支,4,RMJE,/,足
16324,跃,11,吅,足,7,夭,4,RMHK,/,足
16325,跄,11,吅,足,7,仓,4,RMOSU,/,足
16326,跅,12,吅,足,7,斥,5,RMHMY,/,足
16327,跆,12,吅,足,7,台,5,RMIR,/,足
16329,跈,12,吅,足,7,㐱,5,RMOHH,/,足
16330,跉,12,吅,足,7,令,5,RMOII,/,足
16331,跊,12,吅,足,7,未,5,RMJD,/,足
16332,跋,12,吅,足,7,犮,5,RMIKK,/,足
16333,跌,12,吅,足,7,失,5,RMHQO,/,足
16334,跍,12,吅,足,7,古,5,RMJR,/,足
16335,跎,12,吅,足,7,它,5,RMJP,/,足
16336,跏,12,吅,足,7,加,5,RMKSR,/,足
16337,跐,13,吅,足,7,此,6,RMYMP,/,足
16338,跑,12,吅,足,7,包,5,RMPRU,/,足
16339,跒,12,吅,足,7,可,5,RMMNR,/,足
16340,跓,12,吅,足,7,主,5,RMYG,/,足
16341,跔,12,吅,足,7,句,5,RMPR,/,足
16343,跖,12,吅,足,7,石,5,RMMR,/,足
16344,跗,12,吅,足,7,付,5,RMODI,/,足
16345,跘,12,吅,足,7,半,5,RMFQ,/,足
16347,跚,12,吅,足,7,冊,5,RMBT,/,足
16348,跛,12,吅,足,7,皮,5,RMDHE,/,足
16350,距,11,吅,足,7,巨,4,RMSS,/,足
16351,跞,12,吅,足,7,乐,5,RMHVD,/,足
16352,跟,13,吅,足,7,艮,6,RMAV,/,足
16354,跡,13,吅,足,7,亦,6,RMYLC,/,足
16356,跣,13,吅,足,7,先,6,RMHGU,/,足
16357,跤,13,吅,足,7,交,6,RMYCK,/,足
16361,跨,13,吅,足,7,夸,6,RMKMS,/,足
16363,跪,13,吅,足,7,危,6,RMNMU,/,足
16364,跫,13,吕,巩,6,足,7,MNRYO,/,足
16365,跬,13,吅,足,7,圭,6,RMGG,/,足
16368,路,13,吅,足,7,各,6,RMHER,/,足
16369,跰,13,吅,足,7,并,6,RMTT,/,足
16370,跱,13,吅,足,7,寺,6,RMGDI,/,足
16372,跳,13,吅,足,7,兆,6,RMLMO,/,足
16374,践,13,吅,足,7,𢦑,6,RMIJ,/,足
16375,跶,13,吅,足,7,达,6,RMYK,/,足
16376,跷,13,吅,足,7,尧,6,RMJPU,/,足
16377,跸,13,吅,足,7,毕,6,RMPPJ,/,足
16378,跹,13,吅,足,7,迁,6,RMYHJ,/,足
16379,跺,13,吅,足,7,朵,6,RMHND,/,足
16380,跻,13,吅,足,7,齐,6,RMYKL,/,足
16381,跼,14,吅,足,7,局,7,RMSSR,/,足
16382,跽,14,吅,足,7,忌,7,RMSUP,/,足
16383,跾,14,吕,攸,7,足,7,OKRYO,/,足
16385,踀,14,吅,足,7,*,7,RMRYO,/,足
16388,踃,14,吅,足,7,肖,7,RMFB,/,足
16389,踄,14,吅,足,7,步,7,RMYLH,/,足
16390,踅,14,吕,折,7,足,7,QLRYO,/,足
16391,踆,14,吅,足,7,夋,7,RMICE,/,足
16394,踉,14,吅,足,7,良,7,RMIAV,/,足
16395,踊,14,吅,足,7,甬,7,RMNIB,/,足
16397,踌,14,吅,足,7,寿,7,RMQKI,/,足
16400,踏,15,吅,足,7,沓,8,RMEA,/,足
16401,踐,15,吅,足,7,戔,8,RMII,/,足
16405,踔,15,吅,足,7,卓,8,RMYAJ,/,足
16407,踖,15,吅,足,7,昔,8,RMTA,/,足
16409,踘,15,吅,足,7,匊,8,RMPFD,/,足
16414,踝,16,吅,足,7,果,9,RMWD,/,足
16415,踞,15,吅,足,7,居,8,RMSJR,/,足
16416,踟,15,吅,足,7,知,8,RMOKR,/,足
16418,踡,15,吅,足,7,卷,8,RMFQU,/,足
16419,踢,15,吅,足,7,易,8,RMAPH,/,足
16420,踣,15,吅,足,7,咅,8,RMYTR,/,足
16422,踥,15,吅,足,7,妾,8,RMYTV,/,足
16423,踦,15,吅,足,7,奇,8,RMKMR,/,足
16424,踧,15,吅,足,7,叔,8,RMYFE,/,足
16425,踨,15,吅,足,7,从止,8,RMOOO,/?,足
16426,踩,15,吅,足,7,采,8,RMBD,/,足
16427,踪,15,吅,足,7,宗,8,RMJMF,/,足
16428,踫,15,吅,足,7,並,8,RMTTC,/,足
16429,踬,15,吅,足,7,质,8,RMHJO,/,足
16431,踮,15,吅,足,7,店,8,RMIYR,/,足
16432,踯,16,吅,足,7,郑,9,RMTKL,/,足
16433,踰,16,吅,足,7,兪,9,RMOMN,/,足
16434,踱,16,吅,足,7,度,9,RMITE,/,足
16437,踴,16,吅,足,7,勇,9,RMNBS,/,足
16438,踵,16,吅,足,7,重,9,RMHJG,/,足
16441,踸,16,吅,足,7,甚,9,RMTMV,/,足
16442,踹,16,吅,足,7,耑,9,RMUMB,/,足
16443,踺,16,吅,足,7,建,9,RMNKQ,/,足
16446,踽,16,吅,足,7,禹,9,RMHLB,/,足
16449,蹀,15,吅,足,7,枼,8,RMPTD,/,足
16450,蹁,16,吅,足,7,扁,9,RMISB,/,足
16451,蹂,16,吅,足,7,柔,9,RMNHD,/,足
16453,蹄,16,吅,足,7,帝,9,RMYBB,/,足
16454,蹅,16,吅,足,7,查,9,RMDAM,/,足
16455,蹆,16,吅,足,7,退,9,RMYAV,/,足
16456,蹇,17,吕,𡨄,10,足,7,JTCO,?/,足
16457,蹈,17,吅,足,7,舀,10,RMBHX,/,足
16458,蹉,17,吅,足,7,差,10,RMTQM,/,足
16459,蹊,17,吅,足,7,奚,10,RMBVK,/,足
16460,蹋,17,吅,足,7,𦐇,10,RMASM,/,足
16461,蹌,17,吅,足,7,倉,10,RMOIR,/,足
16463,蹎,17,吅,足,7,真,10,RMJBC,/,足
16465,蹐,17,吅,足,7,脊,10,RMFCB,/,足
16466,蹑,17,吅,足,7,聂,10,RMSJE,/,足
16467,蹒,17,吅,足,7,艹两,10,RMTMB,/?,足
16468,蹓,17,吅,足,7,留,10,RMHHW,/,足
16469,蹔,18,吕,斬,11,足,7,JLRYO,/,足
16471,蹖,18,吅,足,7,舂,11,RMQKX,/,足
16474,蹙,18,吕,戚,11,足,7,IFRYO,/,足
16475,蹚,18,吅,足,7,堂,11,RMFBG,/,足
16479,蹞,18,吅,足,7,頃,11,RMPMC,/,足
16480,蹟,18,吅,足,7,責,11,RMQMC,/,足
16481,蹠,17,吅,足,7,庶,10,RMITF,/,足
16482,蹡,18,吅,足,7,將,11,RMVMI,/,足
16484,蹣,18,吅,足,7,㒼,11,RMTLB,/,足
16485,蹤,18,吅,足,7,從,11,RMHOO,/,足
16487,蹦,18,吅,足,7,崩,11,RMUBB,/,足
16488,蹧,18,吅,足,7,曹,11,RMTWA,/,足
16489,蹨,19,吅,足,7,然,12,RMBKF,/,足
16490,蹩,18,吕,敝,11,足,7,FKRYO,/,足
16493,蹬,19,吅,足,7,登,12,RMNOT,/,足
16494,蹭,19,吅,足,7,曾,12,RMCWA,/,足
16496,蹯,19,吅,足,7,番,12,RMHDW,/,足
16497,蹰,19,吅,足,7,厨,12,RMMMI,/,足
16498,蹱,20,吅,足,7,童,13,RMYTG,/,足
16499,蹲,19,吅,足,7,尊,12,RMTWI,/,足
16500,蹳,19,吅,足,7,發,12,RMNOE,/,足
16501,蹴,19,吅,足,7,就,12,RMYFU,/,足
16503,蹶,19,吅,足,7,厥,12,RMMTO,/,足
16504,蹷,19,吕,厥,12,足,7,MORYO,/,足
16506,蹹,19,吅,足,7,翕,12,RMORM,/,足
16508,蹻,19,吅,足,7,喬,12,RMHKB,/,足
16509,蹼,19,吅,足,7,菐,12,RMTCO,/,足
16510,蹽,19,吅,足,7,尞,12,RMKCF,/,足
16511,蹾,19,吅,足,7,敦,12,RMYDK,/,足
16512,蹿,19,吅,足,7,窜,12,RMJCL,/,足
16514,躁,20,吅,足,7,喿,13,RMRRD,/,足
16517,躄,20,吕,辟,13,足,7,SJRYO,/,足
16518,躅,20,吅,足,7,蜀,13,RMWLI,/,足
16520,躇,18,吅,足,7,著,11,RMTJA,/,足
16522,躉,20,吕,萬,13,足,7,TWBO,/,足
16526,躍,21,吅,足,7,翟,14,RMSMG,/,足
16528,躏,21,吅,足,7,蔺,14,RMTLG,/,足
16529,躐,22,吅,足,7,巤,15,RMVVV,/,足
16531,躒,22,吅,足,7,樂,15,RMVID,/,足
16533,躔,22,吅,足,7,廛,15,RMIWG,/,足
16537,躘,23,吅,足,7,龍,16,RMYBP,/,足
16540,躛,23,吕,衞,16,足,7,HNRYO,/,足
16541,躜,23,吅,足,7,赞,16,RMHUO,/,足
16543,躞,24,吅,足,7,燮,17,RMFFE,/,足
16551,躦,26,吅,足,7,贊,19,RMHUC,/,足
16554,躩,27,吅,足,7,矍,20,RMBUE,/,足
16556,身,7,一,身,7,*,0,HXH,/,*
16557,躬,10,吅,身,7,弓,3,HHN,/,身
16558,躭,11,吅,身,7,冘,4,HHLBU,/,身
16560,躯,11,吅,身,7,区,4,HHSK,/,身
16562,躱,13,吅,身,7,朶,6,HHNSD,/,身
16563,躲,13,吅,身,7,朵,6,HHHND,/,身
16567,躶,16,吅,身,7,果,9,HHWD,/,身
16571,躺,15,吅,身,7,尚,8,HHFBR,/,身
16572,躻,15,吅,身,7,空,8,HHJCM,/,身
16573,躼,15,吅,身,7,長,8,HHSMV,/,身
16576,躿,18,吅,身,7,康,11,HHILE,/,身
16577,軀,18,吅,身,7,區,11,HHSRR,/,身
16580,軃,19,吅,身,7,單,12,HHRRJ,/,身
16582,軅,19,吅,身,7,㕍,12,HHMOG,/,身
16583,軆,20,吅,身,7,豊,13,HHTWT,/,身
16584,軇,21,吅,身,7,壽,14,HHGNI,/,身
16585,軈,24,吅,身,7,應,17,HHIOP,/,身
16586,軉,27,吅,身,7,寶,20,HHJMC,/,身
16587,車,7,一,車,7,*,0,JWJ,/,*
16589,軌,9,吅,車,7,九,2,JJKN,/,車
16590,軍,9,吕,冖,2,車,7,BJWJ,/,車
16591,軎,10,吕,車,7,口,3,JJR,/,車
16592,軏,10,吅,車,7,兀,3,JJMU,/,車
16593,軐,10,吅,車,7,卂,3,JJNJ,/,車
16595,軒,10,吅,車,7,干,3,JJMJ,/,車
16596,軓,10,吅,車,7,凡,3,JJHNI,/,車
16597,軔,10,吅,車,7,刃,3,JJSHI,/,車
16601,軘,11,吅,車,7,屯,4,JJPU,/,車
16602,軙,11,吅,車,7,攴,4,JJYE,/,車
16604,軛,11,吅,車,7,厄,4,JJMSU,/,車
16608,軟,11,吅,車,7,欠,4,JJNO,/,車
16609,軠,11,吅,車,7,王,4,JJHG,/,車
16610,軡,11,吅,車,7,今,4,JJOIN,/,車
16611,転,11,吅,車,7,云,4,JJMMI,/,車
16612,軣,11,吕,車,7,冫冫,4,JJIMO,/?,車
16616,軧,12,吅,車,7,氐,5,JJHPM,/,車
16621,軬,12,吕,厶大,5,車,7,IKJWJ,?/,車
16632,軷,12,吅,車,7,犮,5,JJIKE,/,車
16633,軸,12,吅,車,7,由,5,JJLW,/,車
16636,軻,12,吅,車,7,可,5,JJMNR,/,車
16640,軿,13,吅,車,7,并,6,JJTT,/,車
16641,輀,13,吅,車,7,而,6,JJMBL,/,車
16643,輂,13,吕,共,6,車,7,TCJWJ,/,車
16644,較,13,吅,車,7,交,6,JJYCK,/,車
16649,輈,13,吅,車,7,舟,6,JJHBY,/,車
16650,載,13,回,𢦏,6,車,7,JIJWJ,?/,車
16652,輋,13,吕,山大,6,車,7,UKJJ,?/,車
16657,輐,14,吅,車,7,完,7,JJJMU,/,車
16659,輒,14,吅,車,7,耴,7,JJSJU,/,車
16660,輓,14,吅,車,7,免,7,JJNAU,/,車
16661,輔,14,吅,車,7,甫,7,JJIJB,/,車
16662,輕,14,吅,車,7,巠,7,JJMVM,/,車
16663,輖,15,吅,車,7,周,8,JJBGR,/,車
16664,輗,15,吅,車,7,兒,8,JJHXU,/,車
16665,輘,15,吅,車,7,夌,8,JJGCE,/,車
16670,輝,15,吅,光,6,軍,9,FUBJJ,/,車
16678,輥,15,吅,車,7,昆,8,JJAPP,/,車
16679,輦,15,咒,夫,4,車,7,QOJWJ,/,車
16680,輧,15,吅,車,7,幷,8,JJYJJ,/,車
16681,輨,15,吅,車,7,官,8,JJJRR,/,車
16682,輩,15,吕,非,8,車,7,LYJWJ,/,車
16683,輪,15,吅,車,7,侖,8,JJOMB,/,車
16689,輰,16,吅,車,7,昜,9,JJAMH,/,車
16692,輳,16,吅,車,7,奏,9,JJQKK,/,車
16693,輴,16,吅,車,7,盾,9,JJHJU,/,車
16694,輵,16,吅,車,7,曷,9,JJAPV,/,車
16695,輶,16,吅,車,7,酋,9,JJTCW,/,車
16697,輸,16,吅,車,7,俞,9,JJOMN,/,車
16700,輻,16,吅,車,7,畐,9,JJMRW,/,車
16702,輽,17,吅,車,7,畚,10,JJIKW,/,車
16703,輾,17,吅,車,7,展,10,JJSTV,/,車
16704,輿,16,回,兒*,9,車,7,HXJC,?/,車
16707,轂,17,回,𣪊,10,車,7,GJHNE,/,車
16712,轇,18,吅,車,7,翏,11,JJSMH,/,車
16714,轉,18,吅,車,7,專,11,JJJII,/,車
16716,轋,17,吅,車,7,連,10,JJYJJ,/,車
16719,轎,19,吅,車,7,喬,12,JJHKB,/,車
16724,轓,19,吅,車,7,番,12,JJHDW,/,車
16726,轕,19,吅,車,7,葛,12,JJTAV,/,車
16728,轗,20,吅,車,7,感,13,JJIRP,/,車
16729,轘,20,吅,車,7,睘,13,JJWLV,/,車
16734,轝,21,吕,與,14,車,7,HCJWJ,/,車
16736,轟,21,品,車,7,*,14,JJJJJ,/,車
16742,轥,26,吅,車,7,藺,19,JJTAG,/,車
16743,车,4,一,车,4,*,0,KQ,/,車
16744,轧,5,吅,车,4,乚,1,KQU,/,車
16745,轨,6,吅,车,4,九,2,KQKN,/,車
16746,轩,7,吅,车,4,干,3,KQMJ,/,車
16747,轪,7,吅,车,4,大,3,KQK,/,車
16748,轫,7,吅,车,4,刃,3,KQSHI,/,車
16749,转,8,吅,车,4,专,4,KQQNI,/,車
16750,轭,8,吅,车,4,厄,4,KQMSU,/,車
16751,轮,8,吅,车,4,仑,4,KQOP,/,車
16752,软,8,吅,车,4,欠,4,KQNO,/,車
16753,轰,8,吕,车,4,双,4,KQEE,/,車
16754,轱,9,吅,车,4,古,5,KQJR,/,車
16755,轲,9,吅,车,4,可,5,KQMNR,/,車
16756,轳,9,吅,车,4,卢,5,KQYS,/,車
16757,轴,9,吅,车,4,由,5,KQLW,/,車
16758,轵,9,吅,车,4,只,5,KQRC,/,車
16759,轶,9,吅,车,4,失,5,KQHQO,/,車
16760,轷,9,吅,车,4,乎,5,KQHFD,/,車
16761,轸,9,吅,车,4,㐱,5,KQOHH,/,車
16762,轹,9,吅,车,4,乐,5,KQHVD,/,車
16763,轺,9,吅,车,4,召,5,KQSHR,/,車
16764,轻,9,吅,车,4,𢀖,5,KQNOM,/,車
16765,轼,10,吅,车,4,式,6,KQIPM,/,車
16766,载,10,回,𢦏,4,车,6,JIKQ,?/,車
16767,轾,10,吅,车,4,至,6,KQMIG,/,車
16768,轿,10,吅,车,4,乔,6,KQHKL,/,車
16769,辀,10,吅,车,4,舟,6,KQHBY,/,車
16770,辁,10,吅,车,4,全,6,KQOMG,/,車
16771,辂,10,吅,车,4,各,6,KQHER,/,車
16772,较,10,吅,车,4,交,6,KQYCK,/,車
16773,辄,11,吅,车,4,耴,7,KQSJU,/,車
16774,辅,11,吅,车,4,甫,7,KQIJB,/,車
16775,辆,11,吅,车,4,两,7,KQMOB,/,車
16776,辇,12,咒,夫,4,车,4,QOKQ,/,車
16777,辈,12,吕,非,8,车,4,LYKQ,/,車
16778,辉,12,吅,光,6,军,6,FUBKQ,/,車
16779,辊,12,吅,车,4,昆,8,KQAPP,/,車
16780,辋,12,吅,车,4,罔,8,KQBTV,/,車
16781,辌,12,吅,车,4,京,8,KQYRF,/,車
16782,辍,12,吅,车,4,叕,8,KQEEE,/,車
16783,辎,12,吅,车,4,甾,8,KQVVW,/,車
16784,辏,13,吅,车,4,奏,9,KQQKK,/,車
16785,辐,13,吅,车,4,畐,9,KQMRW,/,車
16786,辑,13,吅,车,4,咠,9,KQRSJ,/,車
16787,辒,13,吅,车,4,昷,9,KQABT,/,車
16788,输,13,吅,车,4,俞,9,KQOMN,/,車
16789,辔,13,吕,纟车纟,10,口,3,VMR,?/,車
16790,辕,14,吅,车,4,袁,10,KQGRV,/,車
16791,辖,14,吅,车,4,害,10,KQJQR,/,車
16792,辗,14,吅,车,4,展,10,KQSTV,/,車
16793,辘,15,吅,车,4,鹿,11,KQIXP,/,車
16794,辙,16,吅,车,4,育攵,12,KQYBK,/?,車
16795,辚,16,吅,车,4,粦,12,KQFDQ,/,車
16796,辛,7,吕,立,5,十,2,YTJ,/,*
16797,辜,12,吕,古,5,辛,7,JRYTJ,/,辛
16799,辞,13,吅,舌,6,辛,7,HRYTJ,/,辛
16800,辟,13,吅,𡰪,6,辛,7,SRYTJ,/,辛
16803,辢,14,吅,束,7,辛,7,DLYTJ,/,辛
16804,辣,14,吅,辛,7,束,7,YJDL,/,辛
16807,辦,16,弼,辡,7,力,2,YJKSJ,/,辛
16809,辨,16,弼,辛,7,刂,2,YJILJ,/,辛
16810,辩,16,弼,辡,7,讠,2,YJIVJ,/,辛
16812,辫,17,弼,辡,7,纟,3,YJVMJ,/,辛
16814,辭,19,吅,𤔔,12,辛,7,BBYTJ,/,辛
16816,辯,21,弼,辡,7,言,7,YJYRJ,/,辛
16817,辰,7,一,辰,7,*,0,MMMV,/,*
16818,辱,10,吕,辰,7,寸,3,MVDI,/,辰
16819,農,13,吕,曲,6,辰,7,TWMMV,/,辰
16822,辵,7,吕,彡,3,止,4,HHHO,/,*
16826,边,5,吅,辶,3,力,2,YKS,/,辵
16828,辻,5,吅,辶,3,十,2,YJ,/,辵
16829,込,5,吅,辶,3,入,2,YO,/,辵
16830,辽,5,吅,辶,3,了,2,YNN,/,辵
16831,达,6,吅,辶,3,大,3,YK,/,辵
16834,迁,6,吅,辶,3,千,3,YHJ,/,辵
16835,迂,6,吅,辶,3,于,3,YMD,/,辵
16837,迄,6,吅,辶,3,乞,3,YON,/,辵
16838,迅,6,吅,辶,3,卂,3,YNJ,/,辵
16839,迆,6,吅,辶,3,也,3,YPD,/,辵
16840,过,6,吅,辶,3,寸,3,YDI,/,辵
16841,迈,6,吅,辶,3,万,3,YMS,/,辵
16844,迋,7,吅,辶,3,王,4,YMG,/,辵
16846,迍,7,吅,辶,3,屯,4,YPU,/,辵
16847,迎,7,吅,辶,3,卬,4,YHVL,/,辵
16848,迏,7,吅,辶,3,太,4,YKI,/,辵
16849,运,7,吅,辶,3,云,4,YMMI,/,辵
16850,近,7,吅,辶,3,斤,4,YHML,/,辵
16851,迒,7,吅,辶,3,亢,4,YYHN,/,辵
16852,迓,7,吅,辶,3,牙,4,YMVH,/,辵
16853,返,7,吅,辶,3,反,4,YHE,/,辵
16854,迕,7,吅,辶,3,午,4,YOJ,/,辵
16857,还,7,吅,辶,3,不,4,YMF,/,辵
16858,这,7,吅,辶,3,文,4,YYK,/,辵
16860,进,7,吅,辶,3,井,4,YTT,/,辵
16861,远,7,吅,辶,3,元,4,YMMU,/,辵
16862,违,7,吅,辶,3,韦,4,YQS,/,辵
16863,连,7,吅,辶,3,车,4,YKQ,/,辵
16864,迟,7,吅,辶,3,尺,4,YSO,/,辵
16867,迢,8,吅,辶,3,召,5,YSHR,/,辵
16869,迤,8,吅,辶,3,㐌,5,YOPD,/,辵
16870,迥,8,吅,辶,3,冋,5,YBR,/,辵
16871,迦,8,吅,辶,3,加,5,YKSR,/,辵
16873,迨,8,吅,辶,3,台,5,YIR,/,辵
16874,迩,8,吅,辶,3,尔,5,YNF,/,辵
16875,迪,8,吅,辶,3,由,5,YLW,/,辵
16876,迫,8,吅,辶,3,白,5,YHA,/,辵
16878,迭,8,吅,辶,3,失,5,YHQO,/,辵
16879,迮,8,吅,辶,3,乍,5,YOS,/,辵
16880,迯,8,吅,辶,3,外,5,YNIY,/,辵
16881,述,8,吅,辶,3,术,5,YIJC,/,辵
16884,迳,8,吅,辶,3,𢀖,5,YNOM,/,辵
16885,迴,9,吅,辶,3,回,6,YWR,/,辵
16888,迷,9,吅,辶,3,米,6,YFD,/,辵
16889,迸,9,吅,辶,3,并,6,YTT,/,辵
16890,迹,9,吅,辶,3,亦,6,YYLC,/,辵
16891,迺,10,吅,辶,3,西,7,YMCW,/,辵
16892,迻,9,吅,辶,3,多,6,YNIN,/,辵
16894,追,9,吅,辶,3,𠂤,6,YHRR,/,辵
